"constituency","Party","election","Classification","Median_Age","Total_Rural_Population","Total_Urban_Population","Higher_Managerial","Lower_Managerial","Intermediate_Occupations","Small_Employers","Lower_Supervisory","Semi_Routine","Routine_Occupations","Never_Worked_Unemployed","Never_Worked","Long_Term_Unemployed","Total_Students_Count","yearly_avg_tavg","yearly_avg_tmin","yearly_avg_tmax","yearly_avg_prcp","yearly_avg_wspd","yearly_avg_pres","yearly_avg_tsun","Election","country.region","con_share","lib_share","lab_share","oth_share","environment","Flood Alert","Flood Warning","Update Flood Alert","Update Flood Warning","Severe Flood Warning","Update Severe Flood Warning","Flood Watch"
"holborn and st pancras"," Labour Party","2010","Predominantly Urban",32,0,135642,16648,25224,8378,7748,4045,8576,5742,9165,7106,2059,20033,11.3,7.525,14.9916666666667,57.4166666666667,13.92,1013.61666666667,7185,"2010 General Election",NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA
"holborn and st pancras"," Green Party","2015","Predominantly Urban",32,0,135642,16648,25224,8378,7748,4045,8576,5742,9165,7106,2059,20033,11.3,7.525,14.9916666666667,57.4166666666667,13.92,1013.61666666667,7185,"2015 General Election",NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA
"holborn and st pancras"," Conservative Party","2015","Predominantly Urban",32,0,135642,16648,25224,8378,7748,4045,8576,5742,9165,7106,2059,20033,11.3,7.525,14.9916666666667,57.4166666666667,13.92,1013.61666666667,7185,"2015 General Election",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"holborn and st pancras"," Labour Party","2015","Predominantly Urban",32,0,135642,16648,25224,8378,7748,4045,8576,5742,9165,7106,2059,20033,11.3,7.525,14.9916666666667,57.4166666666667,13.92,1013.61666666667,7185,"2015 General Election",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"holborn and st pancras"," Green Party","2015","Predominantly Urban",32,0,135642,16648,25224,8378,7748,4045,8576,5742,9165,7106,2059,20033,11.3,7.525,14.9916666666667,57.4166666666667,13.92,1013.61666666667,7185,"2015 General Election",NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA
"holborn and st pancras"," UK Independence Party","2015","Predominantly Urban",32,0,135642,16648,25224,8378,7748,4045,8576,5742,9165,7106,2059,20033,11.3,7.525,14.9916666666667,57.4166666666667,13.92,1013.61666666667,7185,"2015 General Election",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"holborn and st pancras"," UK Independence Party","2015","Predominantly Urban",32,0,135642,16648,25224,8378,7748,4045,8576,5742,9165,7106,2059,20033,11.3,7.525,14.9916666666667,57.4166666666667,13.92,1013.61666666667,7185,"2015 General Election",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"holborn and st pancras"," Liberal Democrats","2015","Predominantly Urban",32,0,135642,16648,25224,8378,7748,4045,8576,5742,9165,7106,2059,20033,11.3,7.525,14.9916666666667,57.4166666666667,13.92,1013.61666666667,7185,"2015 General Election",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"holborn and st pancras"," Green Party","2015","Predominantly Urban",32,0,135642,16648,25224,8378,7748,4045,8576,5742,9165,7106,2059,20033,11.3,7.525,14.9916666666667,57.4166666666667,13.92,1013.61666666667,7185,"2015 General Election",NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA
"holborn and st pancras"," Labour Party","2017","Predominantly Urban",32,0,135642,16648,25224,8378,7748,4045,8576,5742,9165,7106,2059,20033,11.3,7.525,14.9916666666667,57.4166666666667,13.92,1013.61666666667,7185,"2017 General Election",NA,NA,NA,NA,NA,4,4758,0,312,0,0,0,0
"holborn and st pancras"," UK Independence Party","2019","Predominantly Urban",32,0,135642,16648,25224,8378,7748,4045,8576,5742,9165,7106,2059,20033,11.3,7.525,14.9916666666667,57.4166666666667,13.92,1013.61666666667,7185,"2019 General Election",NA,NA,NA,NA,NA,1,21060,1872,2106,234,0,0,0
"holborn and st pancras"," Conservative Party","2019","Predominantly Urban",32,0,135642,16648,25224,8378,7748,4045,8576,5742,9165,7106,2059,20033,11.3,7.525,14.9916666666667,57.4166666666667,13.92,1013.61666666667,7185,"2019 General Election",NA,NA,NA,NA,NA,1,21060,1872,2106,234,0,0,0
"holborn and st pancras"," Liberal Democrats","2019","Predominantly Urban",32,0,135642,16648,25224,8378,7748,4045,8576,5742,9165,7106,2059,20033,11.3,7.525,14.9916666666667,57.4166666666667,13.92,1013.61666666667,7185,"2019 General Election",NA,NA,NA,NA,NA,7,21060,1872,2106,234,0,0,0
"lewisham east"," Liberal Democrats","2010","Predominantly Urban",35,0,102206,8165,17462,9523,6747,4014,8970,5728,6135,4280,1855,4948,10.8833333333333,7.04166666666667,14.6416666666667,57.4166666666667,13.9,1013.61666666667,7185,"2010 General Election","London",0.236,0.282,0.431,0.052,2,NA,NA,NA,NA,NA,NA,NA
"lewisham east"," Labour Party","2010","Predominantly Urban",35,0,102206,8165,17462,9523,6747,4014,8970,5728,6135,4280,1855,4948,10.8833333333333,7.04166666666667,14.6416666666667,57.4166666666667,13.9,1013.61666666667,7185,"2010 General Election","London",0.236,0.282,0.431,0.052,2,NA,NA,NA,NA,NA,NA,NA
"lewisham east"," Liberal Democrats","2010","Predominantly Urban",35,0,102206,8165,17462,9523,6747,4014,8970,5728,6135,4280,1855,4948,10.8833333333333,7.04166666666667,14.6416666666667,57.4166666666667,13.9,1013.61666666667,7185,"2010 General Election","London",0.236,0.282,0.431,0.052,0,NA,NA,NA,NA,NA,NA,NA
"lewisham east"," Conservative Party","2010","Predominantly Urban",35,0,102206,8165,17462,9523,6747,4014,8970,5728,6135,4280,1855,4948,10.8833333333333,7.04166666666667,14.6416666666667,57.4166666666667,13.9,1013.61666666667,7185,"2010 General Election","London",0.236,0.282,0.431,0.052,0,NA,NA,NA,NA,NA,NA,NA
"lewisham east"," Labour Party","2010","Predominantly Urban",35,0,102206,8165,17462,9523,6747,4014,8970,5728,6135,4280,1855,4948,10.8833333333333,7.04166666666667,14.6416666666667,57.4166666666667,13.9,1013.61666666667,7185,"2010 General Election","London",0.236,0.282,0.431,0.052,3,NA,NA,NA,NA,NA,NA,NA
"lewisham east"," UK Independence Party","2015","Predominantly Urban",35,0,102206,8165,17462,9523,6747,4014,8970,5728,6135,4280,1855,4948,10.8833333333333,7.04166666666667,14.6416666666667,57.4166666666667,13.9,1013.61666666667,7185,"2015 General Election","London",0.223,0.057,0.557,0.163,1,NA,NA,NA,NA,NA,NA,NA
"lewisham east"," UK Independence Party","2015","Predominantly Urban",35,0,102206,8165,17462,9523,6747,4014,8970,5728,6135,4280,1855,4948,10.8833333333333,7.04166666666667,14.6416666666667,57.4166666666667,13.9,1013.61666666667,7185,"2015 General Election","London",0.223,0.057,0.557,0.163,0,NA,NA,NA,NA,NA,NA,NA
"lewisham east"," Conservative Party","2015","Predominantly Urban",35,0,102206,8165,17462,9523,6747,4014,8970,5728,6135,4280,1855,4948,10.8833333333333,7.04166666666667,14.6416666666667,57.4166666666667,13.9,1013.61666666667,7185,"2015 General Election","London",0.223,0.057,0.557,0.163,1,NA,NA,NA,NA,NA,NA,NA
"lewisham east"," Green Party","2015","Predominantly Urban",35,0,102206,8165,17462,9523,6747,4014,8970,5728,6135,4280,1855,4948,10.8833333333333,7.04166666666667,14.6416666666667,57.4166666666667,13.9,1013.61666666667,7185,"2015 General Election","London",0.223,0.057,0.557,0.163,17,NA,NA,NA,NA,NA,NA,NA
"lewisham east"," Green Party","2015","Predominantly Urban",35,0,102206,8165,17462,9523,6747,4014,8970,5728,6135,4280,1855,4948,10.8833333333333,7.04166666666667,14.6416666666667,57.4166666666667,13.9,1013.61666666667,7185,"2015 General Election","London",0.223,0.057,0.557,0.163,15,NA,NA,NA,NA,NA,NA,NA
"lewisham east"," Conservative Party","2015","Predominantly Urban",35,0,102206,8165,17462,9523,6747,4014,8970,5728,6135,4280,1855,4948,10.8833333333333,7.04166666666667,14.6416666666667,57.4166666666667,13.9,1013.61666666667,7185,"2015 General Election","London",0.223,0.057,0.557,0.163,5,NA,NA,NA,NA,NA,NA,NA
"lewisham east"," Labour Party","2015","Predominantly Urban",35,0,102206,8165,17462,9523,6747,4014,8970,5728,6135,4280,1855,4948,10.8833333333333,7.04166666666667,14.6416666666667,57.4166666666667,13.9,1013.61666666667,7185,"2015 General Election","London",0.223,0.057,0.557,0.163,0,NA,NA,NA,NA,NA,NA,NA
"lewisham east"," Conservative Party","2015","Predominantly Urban",35,0,102206,8165,17462,9523,6747,4014,8970,5728,6135,4280,1855,4948,10.8833333333333,7.04166666666667,14.6416666666667,57.4166666666667,13.9,1013.61666666667,7185,"2015 General Election","London",0.223,0.057,0.557,0.163,8,NA,NA,NA,NA,NA,NA,NA
"lewisham east"," Green Party","2015","Predominantly Urban",35,0,102206,8165,17462,9523,6747,4014,8970,5728,6135,4280,1855,4948,10.8833333333333,7.04166666666667,14.6416666666667,57.4166666666667,13.9,1013.61666666667,7185,"2015 General Election","London",0.223,0.057,0.557,0.163,3,NA,NA,NA,NA,NA,NA,NA
"maidenhead"," Liberal Democrats","2017","Predominantly Urban",41,22637,79133,14020,20075,9648,7742,3934,6951,4415,2415,1580,835,1983,10.9916666666667,6.42727272727273,15.3363636363636,36.9333333333333,12.43,1018.72,NA,"2017 General Election","South East",0.648,0.112,0.193,0.047,0,204108,10230,3852,990,0,0,0
"maidenhead"," UK Independence Party","2017","Predominantly Urban",41,22637,79133,14020,20075,9648,7742,3934,6951,4415,2415,1580,835,1983,10.9916666666667,6.42727272727273,15.3363636363636,36.9333333333333,12.43,1018.72,NA,"2017 General Election","South East",0.648,0.112,0.193,0.047,0,204108,10230,3852,990,0,0,0
"maidenhead"," Liberal Democrats","2017","Predominantly Urban",41,22637,79133,14020,20075,9648,7742,3934,6951,4415,2415,1580,835,1983,10.9916666666667,6.42727272727273,15.3363636363636,36.9333333333333,12.43,1018.72,NA,"2017 General Election","South East",0.648,0.112,0.193,0.047,1,204108,10230,3852,990,0,0,0
"maidenhead"," Labour Party","2017","Predominantly Urban",41,22637,79133,14020,20075,9648,7742,3934,6951,4415,2415,1580,835,1983,10.9916666666667,6.42727272727273,15.3363636363636,36.9333333333333,12.43,1018.72,NA,"2017 General Election","South East",0.648,0.112,0.193,0.047,0,204108,10230,3852,990,0,0,0
"maidenhead"," Green Party","2017","Predominantly Urban",41,22637,79133,14020,20075,9648,7742,3934,6951,4415,2415,1580,835,1983,10.9916666666667,6.42727272727273,15.3363636363636,36.9333333333333,12.43,1018.72,NA,"2017 General Election","South East",0.648,0.112,0.193,0.047,12,204108,10230,3852,990,0,0,0
"maidenhead"," Conservative Party","2017","Predominantly Urban",41,22637,79133,14020,20075,9648,7742,3934,6951,4415,2415,1580,835,1983,10.9916666666667,6.42727272727273,15.3363636363636,36.9333333333333,12.43,1018.72,NA,"2017 General Election","South East",0.648,0.112,0.193,0.047,3,204108,10230,3852,990,0,0,0
"huntingdon"," Liberal Democrats","2010","Predominantly Rural",40,38956,73708,10787,19509,11945,6877,6208,11605,8762,2834,1782,1052,2246,9.64285714285714,6.31428571428571,13.0142857142857,NA,16.9857142857143,1013.88,NA,"2010 General Election","Eastern",0.489,0.289,0.11,0.112,5,NA,NA,NA,NA,NA,NA,NA
"huntingdon"," Liberal Democrats","2010","Predominantly Rural",40,38956,73708,10787,19509,11945,6877,6208,11605,8762,2834,1782,1052,2246,9.64285714285714,6.31428571428571,13.0142857142857,NA,16.9857142857143,1013.88,NA,"2010 General Election","Eastern",0.489,0.289,0.11,0.112,1,NA,NA,NA,NA,NA,NA,NA
"huntingdon"," Liberal Democrats","2010","Predominantly Rural",40,38956,73708,10787,19509,11945,6877,6208,11605,8762,2834,1782,1052,2246,9.64285714285714,6.31428571428571,13.0142857142857,NA,16.9857142857143,1013.88,NA,"2010 General Election","Eastern",0.489,0.289,0.11,0.112,0,NA,NA,NA,NA,NA,NA,NA
"huntingdon"," Conservative Party","2010","Predominantly Rural",40,38956,73708,10787,19509,11945,6877,6208,11605,8762,2834,1782,1052,2246,9.64285714285714,6.31428571428571,13.0142857142857,NA,16.9857142857143,1013.88,NA,"2010 General Election","Eastern",0.489,0.289,0.11,0.112,3,NA,NA,NA,NA,NA,NA,NA
"huntingdon"," Conservative Party","2010","Predominantly Rural",40,38956,73708,10787,19509,11945,6877,6208,11605,8762,2834,1782,1052,2246,9.64285714285714,6.31428571428571,13.0142857142857,NA,16.9857142857143,1013.88,NA,"2010 General Election","Eastern",0.489,0.289,0.11,0.112,6,NA,NA,NA,NA,NA,NA,NA
"huntingdon"," UK Independence Party","2010","Predominantly Rural",40,38956,73708,10787,19509,11945,6877,6208,11605,8762,2834,1782,1052,2246,9.64285714285714,6.31428571428571,13.0142857142857,NA,16.9857142857143,1013.88,NA,"2010 General Election","Eastern",0.489,0.289,0.11,0.112,0,NA,NA,NA,NA,NA,NA,NA
"huntingdon"," Liberal Democrats","2010","Predominantly Rural",40,38956,73708,10787,19509,11945,6877,6208,11605,8762,2834,1782,1052,2246,9.64285714285714,6.31428571428571,13.0142857142857,NA,16.9857142857143,1013.88,NA,"2010 General Election","Eastern",0.489,0.289,0.11,0.112,3,NA,NA,NA,NA,NA,NA,NA
"huntingdon"," Labour Party","2010","Predominantly Rural",40,38956,73708,10787,19509,11945,6877,6208,11605,8762,2834,1782,1052,2246,9.64285714285714,6.31428571428571,13.0142857142857,NA,16.9857142857143,1013.88,NA,"2010 General Election","Eastern",0.489,0.289,0.11,0.112,3,NA,NA,NA,NA,NA,NA,NA
"huntingdon"," Liberal Democrats","2010","Predominantly Rural",40,38956,73708,10787,19509,11945,6877,6208,11605,8762,2834,1782,1052,2246,9.64285714285714,6.31428571428571,13.0142857142857,NA,16.9857142857143,1013.88,NA,"2010 General Election","Eastern",0.489,0.289,0.11,0.112,2,NA,NA,NA,NA,NA,NA,NA
"huntingdon"," Labour Party","2015","Predominantly Rural",40,38956,73708,10787,19509,11945,6877,6208,11605,8762,2834,1782,1052,2246,9.64285714285714,6.31428571428571,13.0142857142857,NA,16.9857142857143,1013.88,NA,"2015 General Election","Eastern",0.53,0.078,0.183,0.208,0,NA,NA,NA,NA,NA,NA,NA
"huntingdon"," UK Independence Party","2015","Predominantly Rural",40,38956,73708,10787,19509,11945,6877,6208,11605,8762,2834,1782,1052,2246,9.64285714285714,6.31428571428571,13.0142857142857,NA,16.9857142857143,1013.88,NA,"2015 General Election","Eastern",0.53,0.078,0.183,0.208,0,NA,NA,NA,NA,NA,NA,NA
"huntingdon"," Conservative Party","2019","Predominantly Rural",40,38956,73708,10787,19509,11945,6877,6208,11605,8762,2834,1782,1052,2246,9.64285714285714,6.31428571428571,13.0142857142857,NA,16.9857142857143,1013.88,NA,"2019 General Election","Eastern",0.548,0.159,0.22,0.073,0,33601,5585,6734,694,0,0,0
"lichfield"," UK Independence Party","2010","Urban with Significant Rural",44,30864,62121,8343,16692,8925,7036,4973,9315,7353,2196,1349,847,1873,9.275,5.275,13.2166666666667,51.6666666666667,12.425,1013.025,6970,"2010 General Election","West Midlands",0.544,0.201,0.198,0.057,0,NA,NA,NA,NA,NA,NA,NA
"lichfield"," Labour Party","2010","Urban with Significant Rural",44,30864,62121,8343,16692,8925,7036,4973,9315,7353,2196,1349,847,1873,9.275,5.275,13.2166666666667,51.6666666666667,12.425,1013.025,6970,"2010 General Election","West Midlands",0.544,0.201,0.198,0.057,2,NA,NA,NA,NA,NA,NA,NA
"lichfield"," Liberal Democrats","2010","Urban with Significant Rural",44,30864,62121,8343,16692,8925,7036,4973,9315,7353,2196,1349,847,1873,9.275,5.275,13.2166666666667,51.6666666666667,12.425,1013.025,6970,"2010 General Election","West Midlands",0.544,0.201,0.198,0.057,2,NA,NA,NA,NA,NA,NA,NA
"lichfield"," Liberal Democrats","2010","Urban with Significant Rural",44,30864,62121,8343,16692,8925,7036,4973,9315,7353,2196,1349,847,1873,9.275,5.275,13.2166666666667,51.6666666666667,12.425,1013.025,6970,"2010 General Election","West Midlands",0.544,0.201,0.198,0.057,3,NA,NA,NA,NA,NA,NA,NA
"lichfield"," Labour Party","2010","Urban with Significant Rural",44,30864,62121,8343,16692,8925,7036,4973,9315,7353,2196,1349,847,1873,9.275,5.275,13.2166666666667,51.6666666666667,12.425,1013.025,6970,"2010 General Election","West Midlands",0.544,0.201,0.198,0.057,0,NA,NA,NA,NA,NA,NA,NA
"lichfield"," Conservative Party","2010","Urban with Significant Rural",44,30864,62121,8343,16692,8925,7036,4973,9315,7353,2196,1349,847,1873,9.275,5.275,13.2166666666667,51.6666666666667,12.425,1013.025,6970,"2010 General Election","West Midlands",0.544,0.201,0.198,0.057,2,NA,NA,NA,NA,NA,NA,NA
"lichfield"," Liberal Democrats","2010","Urban with Significant Rural",44,30864,62121,8343,16692,8925,7036,4973,9315,7353,2196,1349,847,1873,9.275,5.275,13.2166666666667,51.6666666666667,12.425,1013.025,6970,"2010 General Election","West Midlands",0.544,0.201,0.198,0.057,5,NA,NA,NA,NA,NA,NA,NA
"lichfield"," Liberal Democrats","2015","Urban with Significant Rural",44,30864,62121,8343,16692,8925,7036,4973,9315,7353,2196,1349,847,1873,9.275,5.275,13.2166666666667,51.6666666666667,12.425,1013.025,6970,"2015 General Election","West Midlands",0.552,0.052,0.198,0.198,10,NA,NA,NA,NA,NA,NA,NA
"lichfield"," Green Party","2015","Urban with Significant Rural",44,30864,62121,8343,16692,8925,7036,4973,9315,7353,2196,1349,847,1873,9.275,5.275,13.2166666666667,51.6666666666667,12.425,1013.025,6970,"2015 General Election","West Midlands",0.552,0.052,0.198,0.198,8,NA,NA,NA,NA,NA,NA,NA
"lichfield"," Liberal Democrats","2017","Urban with Significant Rural",44,30864,62121,8343,16692,8925,7036,4973,9315,7353,2196,1349,847,1873,9.275,5.275,13.2166666666667,51.6666666666667,12.425,1013.025,6970,"2017 General Election","West Midlands",0.636,0.05,0.288,0.026,1,10224,1068,1125,84,0,0,0
"lichfield"," Conservative Party","2019","Urban with Significant Rural",44,30864,62121,8343,16692,8925,7036,4973,9315,7353,2196,1349,847,1873,9.275,5.275,13.2166666666667,51.6666666666667,12.425,1013.025,6970,"2019 General Election","West Midlands",0.645,0.104,0.208,0.043,7,398112,184392,31860,10656,0,0,0
"lichfield"," Liberal Democrats","2019","Urban with Significant Rural",44,30864,62121,8343,16692,8925,7036,4973,9315,7353,2196,1349,847,1873,9.275,5.275,13.2166666666667,51.6666666666667,12.425,1013.025,6970,"2019 General Election","West Midlands",0.645,0.104,0.208,0.043,4,398112,184392,31860,10656,0,0,0
"lichfield"," Labour Party","2019","Urban with Significant Rural",44,30864,62121,8343,16692,8925,7036,4973,9315,7353,2196,1349,847,1873,9.275,5.275,13.2166666666667,51.6666666666667,12.425,1013.025,6970,"2019 General Election","West Midlands",0.645,0.104,0.208,0.043,1,398112,184392,31860,10656,0,0,0
"lichfield"," Labour Party","2019","Urban with Significant Rural",44,30864,62121,8343,16692,8925,7036,4973,9315,7353,2196,1349,847,1873,9.275,5.275,13.2166666666667,51.6666666666667,12.425,1013.025,6970,"2019 General Election","West Midlands",0.645,0.104,0.208,0.043,0,398112,184392,31860,10656,0,0,0
"maldon"," Labour Party","2019","Predominantly Rural",44,42960,45837,7693,15086,10111,8462,4320,8635,5585,1947,1143,804,1456,11.4916666666667,8.11666666666667,14.7916666666667,48.0833333333333,18.0454545454545,1014.49166666667,9070,"2019 General Election","Eastern",0.72,0.119,0.124,0.037,7,148326,16638,39294,2832,0,0,0
"maldon"," Green Party","2019","Predominantly Rural",44,42960,45837,7693,15086,10111,8462,4320,8635,5585,1947,1143,804,1456,11.4916666666667,8.11666666666667,14.7916666666667,48.0833333333333,18.0454545454545,1014.49166666667,9070,"2019 General Election","Eastern",0.72,0.119,0.124,0.037,34,148326,16638,39294,2832,0,0,0
"maldon"," Liberal Democrats","2019","Predominantly Rural",44,42960,45837,7693,15086,10111,8462,4320,8635,5585,1947,1143,804,1456,11.4916666666667,8.11666666666667,14.7916666666667,48.0833333333333,18.0454545454545,1014.49166666667,9070,"2019 General Election","Eastern",0.72,0.119,0.124,0.037,0,148326,16638,39294,2832,0,0,0
"maldon"," Conservative Party","2019","Predominantly Rural",44,42960,45837,7693,15086,10111,8462,4320,8635,5585,1947,1143,804,1456,11.4916666666667,8.11666666666667,14.7916666666667,48.0833333333333,18.0454545454545,1014.49166666667,9070,"2019 General Election","Eastern",0.72,0.119,0.124,0.037,0,148326,16638,39294,2832,0,0,0
"maldon"," Conservative Party","2019","Predominantly Rural",44,42960,45837,7693,15086,10111,8462,4320,8635,5585,1947,1143,804,1456,11.4916666666667,8.11666666666667,14.7916666666667,48.0833333333333,18.0454545454545,1014.49166666667,9070,"2019 General Election","Eastern",0.72,0.119,0.124,0.037,1,148326,16638,39294,2832,0,0,0
"maldon"," Liberal Democrats","2019","Predominantly Rural",44,42960,45837,7693,15086,10111,8462,4320,8635,5585,1947,1143,804,1456,11.4916666666667,8.11666666666667,14.7916666666667,48.0833333333333,18.0454545454545,1014.49166666667,9070,"2019 General Election","Eastern",0.72,0.119,0.124,0.037,6,148326,16638,39294,2832,0,0,0
